from;to;date_posix;length
PE-00897;PE-00901;2020-06-09 05:30:10;300
PE-00897;PE-00901;2020-06-09 07:55:20;470
PE-00897;PE-00901;2020-06-09 13:42:50;410
PE-00897;PE-00908;2020-06-09 06:00:40;970
PE-00897;PE-00908;2020-06-09 06:18:40;440
PE-00897;PE-00908;2020-06-09 06:27:30;350
PE-00897;PE-00908;2020-06-09 06:41:40;190
PE-00897;PE-00908;2020-06-09 06:50:30;610
PE-00897;PE-00908;2020-06-09 07:03:00;270
PE-00897;PE-00908;2020-06-09 07:12:00;40
PE-00897;PE-00908;2020-06-09 07:38:40;170
PE-00897;PE-00908;2020-06-09 07:42:40;190
PE-00897;PE-00908;2020-06-09 07:53:00;70
PE-00897;PE-00908;2020-06-09 07:56:00;320
PE-00897;PE-00908;2020-06-09 08:02:40;60
PE-00897;PE-00908;2020-06-09 08:04:50;320
PE-00897;PE-00908;2020-06-09 08:50:40;80
PE-00897;PE-00908;2020-06-09 09:06:50;1010
PE-00897;PE-00908;2020-06-09 09:25:20;60
PE-00897;PE-00908;2020-06-09 09:30:30;130
PE-00897;PE-00908;2020-06-09 09:54:00;490
PE-00897;PE-00908;2020-06-09 10:05:20;340
PE-00897;PE-00908;2020-06-09 10:12:20;170
PE-00897;PE-00908;2020-06-09 10:58:50;20
PE-00897;PE-00908;2020-06-09 11:01:00;360
PE-00897;PE-00908;2020-06-09 11:40:10;50
PE-00897;PE-00908;2020-06-09 12:04:40;90
PE-00897;PE-00908;2020-06-09 12:07:20;420
PE-00897;PE-00908;2020-06-09 12:16:00;380
PE-00897;PE-00908;2020-06-09 12:25:50;160
PE-00897;PE-00908;2020-06-09 12:30:20;380
PE-00897;PE-00908;2020-06-09 12:40:40;210
PE-00897;PE-00908;2020-06-09 12:47:30;60
PE-00897;PE-00908;2020-06-09 12:53:50;40
PE-00897;PE-00908;2020-06-09 13:32:50;1190
PE-00897;PE-00908;2020-06-09 13:55:40;320
PE-00897;PE-00908;2020-06-09 14:05:50;240
PE-00897;PE-00908;2020-06-09 14:26:30;10
PE-00897;PE-00908;2020-06-09 15:00:40;70
PE-00897;PE-00908;2020-06-09 15:50:40;340
PE-00897;PE-00909;2020-06-09 08:08:10;110
PE-00897;PE-00909;2020-06-09 10:57:10;70
PE-00897;PE-00909;2020-06-09 12:18:20;350
PE-00897;PE-00909;2020-06-09 14:15:00;90
PE-00897;PE-00909;2020-06-09 15:17:50;180
PE-00897;PE-00910;2020-06-09 07:39:50;270
PE-00897;PE-00910;2020-06-09 08:37:10;140
PE-00897;PE-00910;2020-06-09 13:44:50;140
PE-00897;PA-00480;2020-06-09 14:15:00;20
PE-00897;PA-00481;2020-06-09 12:18:00;320
PE-00897;PA-00483;2020-06-09 07:01:20;580
PE-00897;PA-00483;2020-06-09 09:24:00;380
PE-00897;PA-00483;2020-06-09 09:57:20;350
PE-00897;PA-00483;2020-06-09 13:31:50;1290
PE-00897;PA-00485;2020-06-09 06:59:10;60
PE-00897;PA-00485;2020-06-09 08:04:40;240
PE-00897;PA-00485;2020-06-09 08:22:10;560
PE-00897;PA-00485;2020-06-09 08:50:20;100
PE-00897;PA-00485;2020-06-09 09:01:10;70
PE-00897;PA-00485;2020-06-09 09:13:50;520
PE-00897;PA-00485;2020-06-09 09:39:00;30
PE-00897;PA-00485;2020-06-09 10:03:40;460
PE-00897;PA-00485;2020-06-09 12:01:30;930
PE-00897;PA-00485;2020-06-09 12:29:10;10
PE-00897;PA-00485;2020-06-09 12:30:40;40
PE-00897;PA-00485;2020-06-09 13:54:20;1050
PE-00897;PA-00485;2020-06-09 14:33:50;1390
PE-00897;PA-00485;2020-06-09 15:24:10;30
PE-00897;PA-00485;2020-06-09 15:50:20;360
PE-00897;PA-00485;2020-06-09 16:06:40;40
PE-00897;PE-00913;2020-06-09 08:14:10;40
PE-00897;PE-00913;2020-06-09 09:56:30;40
PE-00897;PE-00913;2020-06-09 15:47:30;170
PE-00897;PE-00917;2020-06-09 08:25:10;370
PE-00897;PE-00918;2020-06-09 06:59:20;30
PE-00897;PE-00919;2020-06-09 13:34:50;420
PE-00897;PE-00920;2020-06-09 08:04:40;160
PE-00897;PE-00920;2020-06-09 09:13:00;30
PE-00897;PE-00920;2020-06-09 09:54:20;120
PE-00897;PE-00920;2020-06-09 14:19:20;140
PE-00897;PE-00920;2020-06-09 14:39:20;140
PE-00898;PE-00899;2020-06-09 08:07:50;190
PE-00898;PE-00899;2020-06-09 11:53:10;280
PE-00898;PE-00900;2020-06-09 15:24:10;90
PE-00898;PE-00901;2020-06-10 12:40:00;50
PE-00898;PE-00903;2020-06-10 13:19:10;310
PE-00898;PA-00478;2020-06-09 09:41:20;160
PE-00898;PA-00478;2020-06-09 10:16:00;270
PE-00898;PA-00478;2020-06-10 06:03:40;970
PE-00898;PA-00478;2020-06-10 06:52:40;160
PE-00898;PA-00478;2020-06-10 08:52:00;390
PE-00898;PA-00478;2020-06-10 09:50:10;260
PE-00898;PA-00478;2020-06-10 11:12:50;320
PE-00898;PA-00478;2020-06-10 11:19:10;90
PE-00898;PA-00478;2020-06-10 13:56:20;360
PE-00898;PA-00478;2020-06-10 14:03:40;370
PE-00898;PE-00908;2020-06-09 08:19:40;80
PE-00898;PE-00908;2020-06-09 09:50:40;10
PE-00898;PE-00908;2020-06-09 11:43:10;170
PE-00898;PE-00908;2020-06-09 11:47:40;370
PE-00898;PE-00908;2020-06-09 11:55:00;160
PE-00898;PE-00909;2020-06-09 08:14:40;370
PE-00898;PE-00909;2020-06-09 11:36:40;1270
PE-00898;PA-00481;2020-06-09 08:50:20;10
PE-00898;PE-00913;2020-06-09 06:50:20;160
PE-00898;PE-00916;2020-06-10 09:07:00;20
PE-00898;PE-00916;2020-06-10 15:48:10;990
PE-00898;PE-00920;2020-06-10 12:08:10;30
PE-00898;PE-00930;2020-06-09 16:23:50;20
PE-00898;PA-00492;2020-06-10 06:22:00;890
PE-00898;PA-00492;2020-06-10 10:14:10;30
PE-00898;PA-00492;2020-06-10 10:49:30;20
PE-00898;PE-00952;2020-06-10 05:31:20;430
PE-00898;PE-00952;2020-06-10 12:39:50;70
PE-00898;PE-00952;2020-06-10 13:03:00;280
PE-00898;PE-00952;2020-06-10 15:21:50;40
PE-00898;PE-00952;2020-06-10 15:48:00;1010
PE-00898;PE-00953;2020-06-10 07:47:40;720
PE-00898;PE-00953;2020-06-10 08:08:50;250
PE-00898;PE-00953;2020-06-10 15:21:50;50
PE-00898;PE-00954;2020-06-10 13:20:50;220
PE-00898;PE-00954;2020-06-10 14:41:10;480
PE-00898;PE-00954;2020-06-10 14:51:50;200
PE-00898;PE-00955;2020-06-10 05:43:40;90
PE-00898;PE-00955;2020-06-10 07:45:10;670
PE-00898;PE-00955;2020-06-10 16:53:30;40
PE-00898;PE-00956;2020-06-10 14:39:20;470
PE-00898;PE-00956;2020-06-10 14:51:30;1070
PE-00898;PE-00960;2020-06-10 06:02:20;110
PE-00898;PE-00960;2020-06-10 06:22:00;40
PE-00898;PE-00960;2020-06-10 06:24:10;260
PE-00898;PE-00960;2020-06-10 06:52:40;150
PE-00898;PE-00960;2020-06-10 08:52:00;420
PE-00898;PE-00960;2020-06-10 09:49:40;20
PE-00898;PE-00960;2020-06-10 11:37:10;30
PE-00898;PE-00960;2020-06-10 13:16:40;180
PE-00898;PE-00960;2020-06-10 13:56:20;300
PE-00898;PE-00960;2020-06-10 14:19:00;40
PE-00898;PE-00960;2020-06-10 14:54:30;110
PE-00898;PE-00960;2020-06-10 14:59:40;460
PE-00898;PE-00960;2020-06-10 15:47:10;10
PE-00898;PE-00960;2020-06-10 16:47:50;130
PE-00898;PE-00962;2020-06-10 05:20:00;200
PE-00898;PE-00962;2020-06-10 05:44:00;240
PE-00898;PE-00962;2020-06-10 05:54:40;1550
PE-00898;PE-00962;2020-06-10 06:23:20;470
PE-00898;PE-00962;2020-06-10 06:43:10;100
PE-00898;PE-00962;2020-06-10 06:47:40;130
PE-00898;PE-00962;2020-06-10 06:55:40;300
PE-00898;PE-00962;2020-06-10 07:39:10;730
PE-00898;PE-00962;2020-06-10 08:40:00;170
PE-00898;PE-00962;2020-06-10 08:48:10;40
PE-00898;PE-00962;2020-06-10 09:04:00;1240
PE-00898;PE-00962;2020-06-10 09:34:50;290
PE-00898;PE-00962;2020-06-10 09:44:20;1840
PE-00898;PE-00962;2020-06-10 10:36:30;450
PE-00898;PE-00962;2020-06-10 11:14:20;290
PE-00898;PE-00962;2020-06-10 13:08:10;810
PE-00898;PE-00962;2020-06-10 13:23:20;180
PE-00898;PE-00962;2020-06-10 13:57:20;310
PE-00898;PE-00962;2020-06-10 14:03:40;810
PE-00898;PE-00962;2020-06-10 14:18:20;200
PE-00898;PE-00962;2020-06-10 14:29:20;610
PE-00898;PE-00962;2020-06-10 14:40:40;280
PE-00898;PE-00962;2020-06-10 14:46:30;160
PE-00898;PE-00962;2020-06-10 14:51:30;1080
PE-00898;PE-00962;2020-06-10 15:16:40;610
PE-00898;PE-00962;2020-06-10 15:45:20;130
PE-00898;PE-00962;2020-06-10 16:46:50;240
PE-00898;PE-00964;2020-06-10 05:16:10;40
PE-00898;PE-00968;2020-06-10 08:05:50;60
PE-00898;PE-00968;2020-06-10 15:22:20;20
PE-00898;PE-00969;2020-06-10 07:55:50;730
PE-00898;PE-00969;2020-06-10 08:11:50;70
PE-00898;PE-00969;2020-06-10 09:15:10;60
PE-00898;PE-00969;2020-06-10 09:19:40;20
PE-00899;PE-00900;2020-06-09 08:47:30;150
PE-00899;PE-00900;2020-06-09 08:51:20;170
PE-00899;PE-00900;2020-06-09 11:06:00;20
PE-00899;PE-00900;2020-06-09 13:26:40;490
PE-00899;PE-00900;2020-06-09 13:37:30;270
PE-00899;PE-00900;2020-06-09 13:51:30;200
PE-00899;PE-00900;2020-06-09 15:02:50;360
PE-00899;PE-00908;2020-06-09 08:11:00;350
PE-00899;PE-00908;2020-06-09 08:20:10;30
PE-00899;PE-00908;2020-06-09 11:29:20;710
PE-00899;PE-00908;2020-06-09 11:43:10;160
PE-00899;PE-00908;2020-06-09 11:55:10;150
PE-00899;PE-00909;2020-06-09 08:10:50;150
PE-00899;PE-00909;2020-06-09 08:18:20;150
PE-00899;PE-00909;2020-06-09 11:44:30;160
PE-00899;PE-00909;2020-06-09 11:52:50;460
PE-00899;PE-00910;2020-06-09 15:04:30;110
PE-00899;PA-00486;2020-06-09 07:06:20;1520
PE-00899;PA-00486;2020-06-09 07:36:30;560
PE-00899;PA-00486;2020-06-09 09:16:00;900
PE-00899;PA-00486;2020-06-09 14:44:20;630
PE-00899;PA-00487;2020-06-09 13:42:20;140
PE-00899;PE-00913;2020-06-09 08:58:40;60
PE-00899;PE-00913;2020-06-09 13:53:50;120
PE-00899;PE-00913;2020-06-09 16:27:40;90
PE-00899;PE-00915;2020-06-09 07:09:20;1320
PE-00899;PE-00915;2020-06-09 07:36:30;10
PE-00899;PE-00915;2020-06-09 08:33:10;800
PE-00899;PE-00915;2020-06-09 09:17:50;1080
PE-00899;PE-00915;2020-06-09 09:52:20;240
PE-00899;PE-00915;2020-06-09 12:16:40;20
PE-00899;PE-00915;2020-06-09 12:26:20;160
PE-00899;PE-00915;2020-06-09 12:30:30;520
PE-00899;PE-00915;2020-06-09 12:45:20;30
PE-00899;PE-00915;2020-06-09 14:48:30;520
PE-00899;PE-00916;2020-06-09 10:24:00;440
PE-00899;PE-00916;2020-06-09 13:42:40;120
PE-00899;PE-00916;2020-06-09 13:47:50;60
PE-00899;PE-00916;2020-06-09 13:57:30;880
PE-00899;PE-00919;2020-06-09 12:30:30;450
PE-00899;PA-00488;2020-06-09 09:39:10;640
PE-00899;PA-00488;2020-06-09 10:23:10;560
PE-00899;PA-00488;2020-06-09 13:57:20;1310
PE-00899;PA-00489;2020-06-09 09:12:40;170
PE-00899;PA-00489;2020-06-09 09:31:40;30
PE-00899;PA-00489;2020-06-09 14:20:40;360
PE-00899;PA-00489;2020-06-09 14:28:30;310
PE-00900;PE-00901;2020-06-09 05:30:10;340
PE-00900;PE-00901;2020-06-09 05:43:20;50
PE-00900;PE-00901;2020-06-09 05:57:00;70
PE-00900;PE-00901;2020-06-09 05:59:40;2020
PE-00900;PE-00901;2020-06-09 06:35:20;70
PE-00900;PE-00901;2020-06-09 06:41:50;870
PE-00900;PE-00901;2020-06-09 07:01:50;860
PE-00900;PE-00901;2020-06-09 07:19:30;160
PE-00900;PE-00901;2020-06-09 08:10:30;30
PE-00900;PE-00901;2020-06-09 13:57:10;710
PE-00900;PE-00901;2020-06-09 14:10:20;190
PE-00900;PE-00901;2020-06-09 14:16:30;390
PE-00900;PE-00901;2020-06-09 14:40:00;190
PE-00900;PE-00903;2020-06-09 09:14:30;90
PE-00900;PE-00909;2020-06-09 12:13:40;700
PE-00900;PE-00909;2020-06-09 12:46:30;80
PE-00900;PE-00909;2020-06-09 14:48:00;20
PE-00900;PE-00910;2020-06-09 07:23:40;120
PE-00900;PE-00910;2020-06-09 07:28:20;580
PE-00900;PE-00910;2020-06-09 12:14:00;620
PE-00900;PE-00910;2020-06-09 15:05:00;70
PE-00900;PA-00480;2020-06-09 12:00:30;50
PE-00900;PA-00480;2020-06-09 12:02:30;10
PE-00900;PA-00481;2020-06-09 12:13:30;710
PE-00900;PA-00482;2020-06-09 06:43:00;830
PE-00900;PA-00482;2020-06-09 07:00:10;960
PE-00900;PA-00482;2020-06-09 08:08:20;200
PE-00900;PA-00482;2020-06-09 08:13:20;290
PE-00900;PA-00482;2020-06-09 14:14:10;580
PE-00900;PA-00483;2020-06-09 09:20:20;100
PE-00900;PA-00483;2020-06-09 14:27:10;330
PE-00900;PA-00483;2020-06-09 14:39:10;280
PE-00900;PA-00484;2020-06-09 13:56:20;770
PE-00900;PE-00913;2020-06-09 08:26:30;160
PE-00900;PE-00913;2020-06-09 08:32:20;80
PE-00900;PE-00913;2020-06-09 08:35:40;20
PE-00900;PE-00913;2020-06-09 08:40:10;10
PE-00900;PE-00913;2020-06-09 09:24:30;820
PE-00900;PE-00913;2020-06-09 09:39:20;910
PE-00900;PE-00913;2020-06-09 13:09:40;180
PE-00900;PE-00919;2020-06-09 14:39:10;240
PE-00900;PE-00920;2020-06-09 09:22:20;60
PA-00477;PE-00917;2020-06-09 07:53:50;370
PA-00477;PE-00917;2020-06-10 07:41:40;410
PA-00477;PE-00932;2020-06-09 07:54:00;230
PA-00477;PE-00942;2020-06-09 18:26:20;510
PA-00477;PE-00942;2020-06-09 22:21:10;410
PA-00477;PE-00942;2020-06-10 04:11:10;530
PA-00477;PE-00942;2020-06-10 04:27:50;160
PA-00477;PE-00946;2020-06-09 18:26:20;150
PA-00477;PE-00946;2020-06-09 18:30:10;260
PA-00477;PE-00954;2020-06-10 08:01:40;540
PA-00477;PE-00956;2020-06-10 08:01:50;520
PA-00477;PE-00957;2020-06-10 08:55:30;260
PA-00477;PE-00962;2020-06-10 06:55:20;20
PE-00901;PE-00903;2020-06-10 08:33:00;130
PE-00901;PE-00908;2020-06-09 08:52:20;150
PE-00901;PE-00908;2020-06-09 11:06:20;20
PE-00901;PE-00908;2020-06-09 12:00:30;70
PE-00901;PE-00908;2020-06-09 13:33:50;100
PE-00901;PE-00908;2020-06-09 13:44:00;370
PE-00901;PE-00908;2020-06-09 17:00:30;130
PE-00901;PE-00909;2020-06-09 05:49:00;40
PE-00901;PE-00909;2020-06-09 14:39:50;240
PE-00901;PE-00909;2020-06-09 15:11:50;140
PE-00901;PE-00909;2020-06-09 17:00:40;40
PE-00901;PE-00909;2020-06-09 17:09:40;110
PE-00901;PE-00910;2020-06-09 08:34:50;170
PE-00901;PE-00910;2020-06-09 11:29:30;30
PE-00901;PE-00910;2020-06-09 13:34:20;160
PE-00901;PE-00910;2020-06-09 13:45:10;120
PE-00901;PE-00910;2020-06-09 16:22:50;90
PE-00901;PE-00910;2020-06-09 16:32:20;400
PE-00901;PA-00480;2020-06-09 11:24:40;80
PE-00901;PA-00481;2020-06-09 10:24:50;20
PE-00901;PA-00481;2020-06-09 15:15:00;60
PE-00901;PA-00482;2020-06-09 06:42:00;930
PE-00901;PA-00482;2020-06-09 07:01:10;180
PE-00901;PA-00482;2020-06-09 07:05:40;980
PE-00901;PA-00482;2020-06-09 07:33:00;20
PE-00901;PA-00482;2020-06-09 08:08:20;150
PE-00901;PA-00482;2020-06-09 08:32:50;90
PE-00901;PA-00482;2020-06-09 10:02:10;670
PE-00901;PA-00482;2020-06-09 10:53:30;30
PE-00901;PA-00482;2020-06-09 11:27:10;110
PE-00901;PA-00482;2020-06-09 11:31:20;220
PE-00901;PA-00482;2020-06-09 11:53:10;410
PE-00901;PA-00482;2020-06-09 14:16:30;710
PE-00901;PA-00482;2020-06-09 16:11:50;560
PE-00901;PA-00482;2020-06-10 06:03:10;540
PE-00901;PA-00482;2020-06-10 06:13:20;930
PE-00901;PA-00482;2020-06-10 08:21:30;260
PE-00901;PA-00482;2020-06-10 10:12:20;520
PE-00901;PA-00482;2020-06-10 10:52:50;230
PE-00901;PA-00482;2020-06-10 14:14:50;780
PE-00901;PA-00482;2020-06-10 14:29:00;250
PE-00901;PA-00482;2020-06-10 15:42:50;650
PE-00901;PA-00483;2020-06-09 13:43:40;220
PE-00901;PA-00483;2020-06-09 14:26:10;140
PE-00901;PE-00911;2020-06-09 06:35:10;30
PE-00901;PE-00911;2020-06-10 17:08:00;50
PE-00901;PA-00484;2020-06-09 08:04:20;220
PE-00901;PA-00484;2020-06-09 09:02:00;440
PE-00901;PA-00484;2020-06-09 09:38:40;890
PE-00901;PA-00484;2020-06-09 09:54:50;280
PE-00901;PA-00484;2020-06-09 11:05:20;90
PE-00901;PA-00484;2020-06-09 11:12:00;280
PE-00901;PA-00484;2020-06-09 11:50:50;130
PE-00901;PA-00484;2020-06-09 13:13:10;20
PE-00901;PA-00484;2020-06-09 13:54:20;1160
PE-00901;PA-00484;2020-06-09 14:28:40;330
PE-00901;PA-00484;2020-06-09 16:04:30;410
PE-00901;PA-00484;2020-06-10 06:29:10;160
PE-00901;PA-00484;2020-06-10 06:34:40;1210
PE-00901;PA-00484;2020-06-10 06:59:20;820
PE-00901;PA-00484;2020-06-10 07:14:10;30
PE-00901;PA-00484;2020-06-10 07:40:30;140
PE-00901;PA-00484;2020-06-10 08:00:20;130
PE-00901;PA-00484;2020-06-10 08:13:20;270
PE-00901;PA-00484;2020-06-10 08:19:40;80
PE-00901;PA-00484;2020-06-10 09:28:50;100
PE-00901;PA-00484;2020-06-10 10:21:30;470
PE-00901;PA-00484;2020-06-10 11:18:30;270
PE-00901;PA-00484;2020-06-10 13:56:10;1100
PE-00901;PA-00484;2020-06-10 15:32:00;60
PE-00901;PA-00484;2020-06-10 15:54:10;230
PE-00901;PA-00484;2020-06-10 16:20:10;220
PE-00901;PA-00485;2020-06-09 11:38:00;110
PE-00901;PA-00485;2020-06-10 06:12:30;30
PE-00901;PA-00485;2020-06-10 10:57:10;390
PE-00901;PA-00485;2020-06-10 13:10:40;100
PE-00901;PA-00487;2020-06-10 14:39:30;650
PE-00901;PE-00916;2020-06-09 12:09:50;1900
PE-00901;PE-00916;2020-06-09 12:43:10;470
PE-00901;PE-00916;2020-06-10 08:54:30;190
PE-00901;PE-00916;2020-06-10 14:39:30;650
PE-00901;PE-00917;2020-06-09 08:03:50;260
PE-00901;PE-00917;2020-06-10 06:56:30;160
PE-00901;PE-00917;2020-06-10 08:00:30;120
PE-00901;PE-00918;2020-06-09 12:32:00;150
PE-00901;PE-00918;2020-06-10 12:04:10;230
PE-00901;PE-00918;2020-06-10 16:41:20;350
PE-00901;PE-00919;2020-06-09 14:39:50;190
PE-00901;PE-00920;2020-06-09 09:17:50;250
PE-00901;PE-00920;2020-06-09 13:03:40;110
PE-00901;PE-00920;2020-06-09 13:34:40;30
PE-00901;PE-00920;2020-06-10 07:45:00;350
PE-00901;PE-00920;2020-06-10 07:52:00;60
PE-00901;PE-00920;2020-06-10 08:13:30;170
PE-00901;PE-00920;2020-06-10 08:21:20;260
PE-00901;PE-00920;2020-06-10 13:56:20;580
PE-00901;PE-00920;2020-06-10 14:14:40;320
PE-00901;PE-00920;2020-06-10 14:22:10;330
PE-00901;PE-00920;2020-06-10 14:29:00;310
PE-00901;PE-00921;2020-06-10 06:53:50;140
PE-00901;PE-00921;2020-06-10 17:08:00;50
PE-00901;PE-00922;2020-06-10 06:53:50;140
PE-00901;PE-00925;2020-06-09 12:43:50;80
PE-00901;PE-00927;2020-06-09 07:53:50;110
PE-00901;PE-00938;2020-06-09 17:01:50;70
PE-00901;PE-00938;2020-06-10 06:53:40;230
PE-00901;PE-00940;2020-06-10 06:14:50;50
PE-00901;PE-00941;2020-06-09 17:17:00;170
PE-00901;PE-00952;2020-06-10 10:39:40;320
PE-00901;PE-00952;2020-06-10 12:09:20;1500
PE-00901;PE-00952;2020-06-10 12:38:10;130
PE-00901;PE-00952;2020-06-10 15:24:00;230
PE-00901;PE-00953;2020-06-10 06:05:10;420
PE-00901;PE-00953;2020-06-10 06:13:20;560
PE-00901;PE-00953;2020-06-10 06:35:30;810
PE-00901;PE-00953;2020-06-10 10:14:20;150
PE-00901;PE-00953;2020-06-10 10:35:10;140
PE-00901;PE-00953;2020-06-10 13:47:50;470
PE-00901;PE-00953;2020-06-10 14:01:00;370
PE-00901;PE-00953;2020-06-10 14:14:50;70
PE-00901;PE-00955;2020-06-10 08:12:30;30
PE-00901;PE-00955;2020-06-10 08:18:00;30
PE-00901;PE-00955;2020-06-10 13:12:40;240
PE-00901;PE-00955;2020-06-10 13:17:50;30
PE-00901;PE-00955;2020-06-10 14:54:20;80
PE-00901;PE-00955;2020-06-10 15:06:20;10
PE-00901;PE-00958;2020-06-10 05:56:20;80
PE-00901;PE-00958;2020-06-10 06:12:30;30
PE-00901;PE-00958;2020-06-10 07:52:20;120
PE-00901;PE-00958;2020-06-10 09:31:00;130
PE-00901;PE-00958;2020-06-10 11:10:50;60
PE-00901;PE-00958;2020-06-10 11:28:50;330
PE-00901;PE-00958;2020-06-10 11:58:40;60
PE-00901;PE-00958;2020-06-10 12:55:50;810
PE-00901;PE-00958;2020-06-10 13:18:10;120
PE-00901;PE-00958;2020-06-10 14:42:50;440
PE-00901;PE-00958;2020-06-10 16:45:20;210
PE-00901;PE-00961;2020-06-10 09:30:50;210
PE-00901;PE-00965;2020-06-10 05:46:10;150
PE-00901;PE-00965;2020-06-10 08:56:00;120
PE-00901;PE-00965;2020-06-10 08:59:20;40
PE-00901;PE-00965;2020-06-10 10:29:40;790
PE-00901;PE-00965;2020-06-10 12:03:50;190
PE-00901;PE-00965;2020-06-10 15:04:30;920
PE-00901;PE-00966;2020-06-10 06:53:40;120
PE-00901;PE-00967;2020-06-10 05:43:50;170
PE-00901;PE-00967;2020-06-10 07:16:00;400
PE-00901;PE-00967;2020-06-10 09:06:10;20
PE-00901;PE-00967;2020-06-10 09:32:00;70
PE-00901;PE-00967;2020-06-10 10:57:50;210
PE-00901;PE-00967;2020-06-10 12:09:00;720
PE-00901;PE-00967;2020-06-10 12:22:30;720
PE-00901;PE-00967;2020-06-10 12:38:10;270
PE-00901;PE-00967;2020-06-10 13:12:40;230
PE-00901;PE-00967;2020-06-10 13:43:20;400
PE-00901;PE-00967;2020-06-10 16:31:30;850
PE-00901;PE-00968;2020-06-10 09:43:20;320
PE-00902;PA-00481;2020-06-09 06:52:40;430
PE-00902;PE-00914;2020-06-09 06:54:00;350
PE-00903;PE-00905;2020-06-10 06:44:00;30
PE-00903;PE-00905;2020-06-10 06:45:50;170
PE-00903;PE-00905;2020-06-10 10:49:10;50
PE-00903;PE-00908;2020-06-09 09:37:40;380
PE-00903;PE-00908;2020-06-09 11:41:20;170
PE-00903;PE-00909;2020-06-09 09:37:30;420
PE-00903;PE-00911;2020-06-09 10:31:10;540
PE-00903;PE-00911;2020-06-09 10:44:30;2180
PE-00903;PE-00911;2020-06-09 11:22:20;470
PE-00903;PE-00911;2020-06-10 07:27:20;20
PE-00903;PE-00917;2020-06-10 06:50:10;310
PE-00903;PE-00922;2020-06-10 06:54:20;60
PE-00903;PE-00922;2020-06-10 07:37:10;850
PE-00903;PE-00924;2020-06-09 06:50:10;180
PE-00903;PE-00926;2020-06-09 06:50:30;100
PE-00903;PE-00932;2020-06-09 10:44:30;400
PE-00903;PE-00952;2020-06-10 07:27:00;110
PE-00903;PE-00952;2020-06-10 08:23:00;330
PE-00903;PE-00953;2020-06-10 07:27:20;80
PE-00903;PE-00953;2020-06-10 09:00:50;40
PE-00903;PE-00954;2020-06-10 09:40:50;50
PE-00903;PE-00954;2020-06-10 13:19:10;330
PE-00903;PE-00960;2020-06-10 08:40:40;20
PE-00903;PE-00961;2020-06-10 06:53:40;70
PE-00903;PE-00962;2020-06-10 08:42:10;10
PE-00903;PE-00962;2020-06-10 10:55:30;10
PE-00903;PE-00962;2020-06-10 13:19:10;140
PE-00903;PE-00962;2020-06-10 13:23:20;70
PE-00903;PE-00965;2020-06-10 08:28:00;60
PE-00903;PE-00965;2020-06-10 08:34:20;50
PE-00903;PE-00965;2020-06-10 08:36:20;240
PE-00903;PE-00968;2020-06-10 06:51:00;20
PE-00903;PE-00968;2020-06-10 07:27:10;100
PE-00903;PE-00968;2020-06-10 08:03:00;140
PE-00903;PE-00968;2020-06-10 08:57:30;420
PA-00478;PE-00917;2020-06-09 07:49:10;250
PA-00478;PE-00925;2020-06-09 07:34:10;500
PA-00478;PE-00925;2020-06-09 13:51:20;210
PA-00478;PE-00927;2020-06-09 10:23:30;110
PA-00478;PE-00929;2020-06-10 07:51:30;590
PA-00478;PE-00929;2020-06-10 12:59:30;80
PA-00478;PE-00929;2020-06-10 14:53:10;50
PA-00478;PE-00930;2020-06-09 07:34:00;520
PA-00478;PE-00930;2020-06-09 13:51:30;410
PA-00478;PE-00935;2020-06-09 13:53:00;320
PA-00478;PE-00943;2020-06-09 18:04:40;1320
PA-00478;PE-00943;2020-06-09 18:33:30;90
PA-00478;PE-00943;2020-06-09 20:35:10;60
PA-00478;PE-00943;2020-06-09 22:41:40;30
PA-00478;PE-00943;2020-06-09 22:43:40;900
PA-00478;PE-00943;2020-06-09 23:01:50;220
PA-00478;PE-00943;2020-06-09 23:27:10;50
PA-00478;PE-00943;2020-06-10 01:22:40;100
PA-00478;PE-00943;2020-06-10 04:18:50;360
PA-00478;PE-00943;2020-06-10 04:26:40;110
PA-00478;PE-00943;2020-06-10 04:56:30;30
PA-00478;PE-00946;2020-06-10 04:20:10;40
PA-00478;PE-00947;2020-06-09 18:08:00;800
PA-00478;PE-00947;2020-06-10 04:13:40;620
PA-00478;PE-00954;2020-06-10 14:24:00;40
PA-00478;PE-00956;2020-06-10 14:37:30;230
PA-00478;PE-00957;2020-06-10 07:51:50;570
PA-00478;PE-00960;2020-06-10 05:51:00;840
PA-00478;PE-00960;2020-06-10 06:29:10;730
PA-00478;PE-00960;2020-06-10 06:50:30;280
PA-00478;PE-00960;2020-06-10 06:57:40;1330
PA-00478;PE-00960;2020-06-10 07:22:40;20
PA-00478;PE-00960;2020-06-10 08:27:10;540
PA-00478;PE-00960;2020-06-10 08:41:10;390
PA-00478;PE-00960;2020-06-10 08:52:00;500
PA-00478;PE-00960;2020-06-10 10:16:30;320
PA-00478;PE-00960;2020-06-10 11:30:20;630
PA-00478;PE-00960;2020-06-10 11:42:30;1420
PA-00478;PE-00960;2020-06-10 12:16:40;50
PA-00478;PE-00960;2020-06-10 12:36:20;110
PA-00478;PE-00960;2020-06-10 13:48:30;530
PA-00478;PE-00962;2020-06-10 06:04:00;930
PA-00478;PE-00962;2020-06-10 11:14:00;300
PA-00478;PE-00962;2020-06-10 13:57:30;880
PE-00904;PE-00911;2020-06-10 12:21:20;340
