from;to;date_posix;length
PE-00584;PE-00642;2020-05-06 15:12:40;80
PE-00584;PE-00642;2020-05-06 15:15:10;360
PE-00584;PE-00645;2020-05-06 16:05:30;60
PE-00585;PE-00588;2020-05-06 06:29:10;240
PE-00585;PE-00588;2020-05-06 06:40:00;50
PE-00585;PE-00588;2020-05-06 06:50:00;160
PE-00585;PE-00588;2020-05-06 06:55:40;700
PE-00585;PE-00588;2020-05-06 08:11:10;150
PE-00585;PE-00588;2020-05-06 11:02:30;70
PE-00585;PE-00589;2020-05-06 09:57:10;100
PE-00585;PE-00589;2020-05-06 13:18:00;30
PE-00585;PE-00589;2020-05-07 07:14:10;280
PE-00585;PE-00589;2020-05-07 11:35:30;170
PE-00585;PE-00589;2020-05-07 14:58:10;600
PE-00585;PE-00590;2020-05-06 15:54:10;10
PE-00585;PE-00590;2020-05-06 15:55:40;530
PE-00585;PE-00590;2020-05-06 16:09:10;1190
PE-00585;PE-00590;2020-05-06 16:54:40;320
PE-00585;PE-00591;2020-05-07 11:49:20;80
PE-00585;PA-00373;2020-05-06 06:39:10;810
PE-00585;PA-00373;2020-05-06 06:56:00;1810
PE-00585;PA-00373;2020-05-06 07:30:50;1080
PE-00585;PA-00373;2020-05-06 08:11:30;150
PE-00585;PA-00373;2020-05-06 08:29:50;100
PE-00585;PA-00373;2020-05-06 08:54:20;660
PE-00585;PA-00373;2020-05-06 09:30:40;80
PE-00585;PA-00373;2020-05-07 09:31:00;2670
PE-00585;PE-00599;2020-05-06 12:49:40;40
PE-00585;PE-00600;2020-05-07 11:41:30;220
PE-00585;PE-00600;2020-05-07 16:37:20;230
PE-00585;PE-00600;2020-05-07 17:52:10;60
PE-00585;PE-00603;2020-05-06 12:47:30;300
PE-00585;PE-00603;2020-05-06 12:53:40;310
PE-00585;PA-00376;2020-05-06 08:12:40;820
PE-00585;PA-00376;2020-05-06 08:40:30;900
PE-00585;PA-00376;2020-05-06 09:44:00;750
PE-00585;PA-00376;2020-05-06 13:54:20;410
PE-00585;PA-00376;2020-05-07 10:41:20;1680
PE-00585;PA-00376;2020-05-07 11:10:40;130
PE-00585;PA-00376;2020-05-07 11:17:20;880
PE-00585;PE-00609;2020-05-06 07:46:40;20
PE-00585;PE-00609;2020-05-06 10:07:20;280
PE-00585;PE-00609;2020-05-06 10:44:00;130
PE-00585;PE-00609;2020-05-06 12:20:10;1030
PE-00585;PE-00609;2020-05-06 12:43:30;180
PE-00585;PE-00609;2020-05-06 13:28:20;110
PE-00585;PE-00609;2020-05-06 13:37:50;940
PE-00585;PE-00610;2020-05-06 09:02:20;400
PE-00585;PE-00610;2020-05-06 09:12:00;90
PE-00585;PE-00610;2020-05-06 09:58:20;1240
PE-00585;PE-00610;2020-05-06 10:20:30;180
PE-00585;PE-00610;2020-05-06 10:37:40;90
PE-00585;PE-00610;2020-05-06 12:45:40;90
PE-00585;PE-00610;2020-05-06 13:18:20;650
PE-00585;PE-00610;2020-05-06 13:44:40;540
PE-00585;PE-00610;2020-05-06 14:12:30;590
PE-00585;PE-00610;2020-05-06 16:20:10;540
PE-00585;PE-00610;2020-05-07 10:07:00;890
PE-00585;PE-00610;2020-05-07 11:29:20;180
PE-00585;PE-00610;2020-05-07 11:46:20;700
PE-00585;PE-00610;2020-05-07 11:59:20;50
PE-00585;PE-00610;2020-05-07 12:43:50;200
PE-00585;PA-00377;2020-05-06 09:40:50;170
PE-00585;PA-00377;2020-05-06 14:08:10;660
PE-00585;PE-00613;2020-05-06 07:54:30;270
PE-00585;PE-00614;2020-05-06 11:58:30;10
PE-00585;PE-00615;2020-05-06 10:18:50;820
PE-00585;PE-00615;2020-05-06 10:33:50;220
PE-00585;PE-00617;2020-05-06 08:17:50;510
PE-00585;PE-00617;2020-05-06 08:27:30;170
PE-00585;PE-00617;2020-05-06 08:31:30;10
PE-00585;PE-00620;2020-05-07 14:32:20;190
PE-00585;PE-00622;2020-05-06 13:09:00;1080
PE-00585;PE-00622;2020-05-06 16:34:30;780
PE-00585;PE-00622;2020-05-06 16:56:40;510
PE-00585;PE-00622;2020-05-07 07:07:20;690
PE-00585;PE-00622;2020-05-07 11:46:20;230
PE-00585;PE-00622;2020-05-07 12:45:50;290
PE-00585;PE-00622;2020-05-07 12:53:50;90
PE-00585;PE-00622;2020-05-07 13:17:40;480
PE-00585;PE-00622;2020-05-07 14:31:00;410
PE-00585;PE-00622;2020-05-07 16:29:50;380
PE-00585;PE-00622;2020-05-07 16:37:20;1400
PE-00585;PE-00623;2020-05-07 07:03:00;50
PE-00585;PE-00623;2020-05-07 07:14:00;160
PE-00585;PE-00623;2020-05-07 11:35:30;500
PE-00585;PE-00623;2020-05-07 13:43:50;320
PE-00585;PE-00623;2020-05-07 16:30:30;340
PE-00585;PE-00623;2020-05-07 16:38:00;340
PE-00585;PE-00623;2020-05-07 16:45:10;620
PE-00585;PE-00623;2020-05-07 17:25:40;40
PE-00585;PE-00623;2020-05-07 17:33:50;60
PE-00585;PE-00623;2020-05-07 17:38:20;80
PE-00585;PE-00624;2020-05-06 14:33:00;20
PE-00585;PE-00631;2020-05-07 09:36:30;40
PE-00585;PE-00631;2020-05-07 09:39:40;940
PE-00585;PE-00633;2020-05-06 13:54:10;110
PE-00585;PE-00633;2020-05-06 14:03:30;100
PE-00585;PE-00633;2020-05-06 14:55:00;70
PE-00585;PE-00634;2020-05-06 13:55:10;330
PE-00585;PE-00634;2020-05-06 14:14:50;50
PE-00585;PE-00634;2020-05-06 14:19:30;80
PE-00585;PE-00634;2020-05-06 14:55:10;70
PE-00585;PE-00634;2020-05-07 13:04:50;380
PE-00585;PE-00634;2020-05-07 17:10:10;60
PE-00585;PE-00635;2020-05-06 14:28:00;270
PE-00585;PE-00636;2020-05-06 14:11:40;110
PE-00585;PE-00636;2020-05-06 14:22:30;400
PE-00585;PE-00636;2020-05-06 14:46:40;60
PE-00585;PE-00638;2020-05-06 15:05:30;130
PE-00585;PE-00645;2020-05-06 15:12:30;40
PE-00585;PE-00647;2020-05-06 15:07:10;30
PE-00585;PE-00649;2020-05-06 13:50:30;130
PE-00585;PE-00649;2020-05-06 16:54:40;410
PE-00585;PE-00673;2020-05-07 11:32:00;20
PE-00585;PE-00675;2020-05-07 07:45:30;80
PE-00585;PE-00675;2020-05-07 09:40:50;100
PE-00585;PE-00675;2020-05-07 09:50:40;70
PE-00585;PE-00687;2020-05-07 17:15:00;140
PE-00585;PE-00694;2020-05-07 13:02:20;510
PE-00585;PE-00697;2020-05-07 09:17:10;10
PE-00585;PE-00697;2020-05-07 09:49:30;30
PE-00585;PE-00697;2020-05-07 11:30:20;100
PE-00585;PE-00705;2020-05-07 18:05:00;120
PE-00585;PE-00706;2020-05-07 14:30:20;50
PE-00585;PE-00706;2020-05-07 14:34:00;60
PE-00585;PE-00706;2020-05-07 15:17:20;60
PE-00585;PE-00706;2020-05-07 15:21:20;150
PE-00585;PE-00706;2020-05-07 15:57:50;810
PE-00585;PE-00706;2020-05-07 16:25:30;210
PE-00585;PE-00711;2020-05-07 07:16:30;70
PE-00585;PE-00711;2020-05-07 07:45:10;130
PE-00585;PE-00711;2020-05-07 09:54:20;1440
PE-00585;PE-00711;2020-05-07 10:52:50;70
PE-00585;PE-00711;2020-05-07 12:56:30;280
PE-00585;PE-00711;2020-05-07 14:57:50;610
PE-00585;PE-00711;2020-05-07 15:41:30;2110
PE-00585;PE-00711;2020-05-07 17:10:00;70
PE-00585;PE-00711;2020-05-07 17:32:10;40
PE-00585;PE-00711;2020-05-07 17:34:30;10
PE-00585;PE-00711;2020-05-07 17:52:50;360
PE-00585;PE-00711;2020-05-07 18:02:50;390
PE-00585;PE-00711;2020-05-07 18:11:50;80
PE-00585;PE-00711;2020-05-07 18:14:50;420
PE-00585;PE-00711;2020-05-07 18:23:00;460
PE-00585;PE-00711;2020-05-07 18:32:00;380
PE-00585;PE-00711;2020-05-07 18:41:10;470
PE-00585;PE-00711;2020-05-07 18:50:10;80
PE-00585;PE-00711;2020-05-07 18:53:10;110
PE-00585;PE-00711;2020-05-07 19:03:00;230
PE-00585;PE-00717;2020-05-07 13:38:00;20
PE-00585;PE-00717;2020-05-07 14:17:00;220
PE-00587;PE-00588;2020-05-06 07:27:50;100
PE-00587;PE-00588;2020-05-06 07:33:00;20
PE-00587;PE-00588;2020-05-06 07:49:20;50
PE-00587;PE-00588;2020-05-06 08:34:20;120
PE-00587;PE-00588;2020-05-06 09:06:20;20
PE-00587;PE-00588;2020-05-06 09:43:10;40
PE-00587;PE-00588;2020-05-06 09:50:00;370
PE-00587;PA-00372;2020-05-06 09:35:30;30
PE-00587;PE-00589;2020-05-06 10:02:20;130
PE-00587;PE-00589;2020-05-06 10:33:20;710
PE-00587;PE-00589;2020-05-07 07:00:50;250
PE-00587;PE-00591;2020-05-06 07:49:10;60
PE-00587;PE-00591;2020-05-07 07:03:30;80
PE-00587;PE-00591;2020-05-07 11:19:50;70
PE-00587;PE-00592;2020-05-06 14:02:20;190
PE-00587;PE-00592;2020-05-06 16:15:40;130
PE-00587;PE-00592;2020-05-07 10:55:20;170
PE-00587;PE-00593;2020-05-06 16:30:40;40
PE-00587;PE-00595;2020-05-06 13:48:00;30
PE-00587;PE-00596;2020-05-07 10:02:30;180
PE-00587;PE-00598;2020-05-06 13:04:10;130
PE-00587;PE-00598;2020-05-06 13:08:10;160
PE-00587;PE-00598;2020-05-06 15:28:10;10
PE-00587;PE-00599;2020-05-06 13:12:20;120
PE-00587;PE-00599;2020-05-06 13:27:40;20
PE-00587;PE-00599;2020-05-06 13:36:30;60
PE-00587;PE-00599;2020-05-06 13:45:00;170
PE-00587;PE-00599;2020-05-06 14:13:30;60
PE-00587;PE-00599;2020-05-06 14:37:30;30
PE-00587;PE-00599;2020-05-06 14:39:20;310
PE-00587;PE-00599;2020-05-06 14:58:10;40
PE-00587;PE-00599;2020-05-06 15:29:40;220
PE-00587;PE-00599;2020-05-06 16:10:30;220
PE-00587;PE-00599;2020-05-06 16:16:50;40
PE-00587;PE-00599;2020-05-06 16:18:40;30
PE-00587;PE-00599;2020-05-06 16:25:40;20
PE-00587;PE-00599;2020-05-06 17:19:50;940
PE-00587;PE-00599;2020-05-06 17:42:10;50
PE-00587;PE-00600;2020-05-07 09:02:50;130
PE-00587;PE-00600;2020-05-07 09:50:50;70
PE-00587;PE-00600;2020-05-07 09:59:00;30
PE-00587;PE-00601;2020-05-06 13:03:50;110
PE-00587;PE-00601;2020-05-06 15:53:10;60
PE-00587;PE-00601;2020-05-06 16:17:10;20
PE-00587;PA-00374;2020-05-06 07:55:50;1590
PE-00587;PA-00374;2020-05-06 08:29:40;250
PE-00587;PA-00374;2020-05-06 08:44:10;240
PE-00587;PA-00374;2020-05-06 08:49:50;2720
PE-00587;PA-00374;2020-05-06 09:36:20;250
PE-00587;PA-00374;2020-05-06 09:44:10;390
PE-00587;PA-00374;2020-05-06 09:56:30;440
PE-00587;PA-00374;2020-05-06 10:05:30;190
PE-00587;PA-00374;2020-05-06 10:14:20;490
PE-00587;PA-00374;2020-05-06 10:26:30;190
PE-00587;PA-00374;2020-05-06 10:50:40;480
PE-00587;PA-00374;2020-05-06 11:02:30;140
PE-00587;PA-00374;2020-05-06 11:12:10;1460
PE-00587;PA-00374;2020-05-06 11:39:30;20
PE-00587;PA-00374;2020-05-06 11:41:40;180
PE-00587;PA-00374;2020-05-06 11:51:20;30
PE-00587;PA-00374;2020-05-06 11:54:20;320
PE-00587;PA-00374;2020-05-06 12:29:10;930
PE-00587;PE-00602;2020-05-06 13:39:50;60
PE-00587;PE-00602;2020-05-06 15:53:10;60
PE-00587;PE-00602;2020-05-06 16:08:30;350
PE-00587;PE-00602;2020-05-06 16:22:40;510
PE-00587;PE-00602;2020-05-06 17:43:30;40
PE-00587;PE-00603;2020-05-06 15:47:10;10
PE-00587;PE-00603;2020-05-06 16:11:00;90
PE-00587;PE-00603;2020-05-06 16:16:30;60
PE-00587;PE-00603;2020-05-06 16:41:10;40
PE-00587;PE-00604;2020-05-06 13:24:10;950
PE-00587;PE-00604;2020-05-06 13:41:10;80
PE-00587;PE-00604;2020-05-06 13:48:40;1260
PE-00587;PE-00604;2020-05-06 15:09:50;470
PE-00587;PE-00604;2020-05-06 15:21:30;30
PE-00587;PE-00604;2020-05-06 16:03:00;30
PE-00587;PE-00604;2020-05-06 16:08:40;150
PE-00587;PE-00604;2020-05-06 16:15:40;10
PE-00587;PE-00604;2020-05-06 16:28:20;170
PE-00587;PE-00604;2020-05-06 16:35:30;100
PE-00587;PE-00604;2020-05-06 16:38:30;120
PE-00587;PE-00604;2020-05-06 16:52:30;280
PE-00587;PE-00604;2020-05-06 17:27:40;270
PE-00587;PE-00604;2020-05-06 17:39:00;20
PE-00587;PA-00375;2020-05-06 07:49:20;50
PE-00587;PA-00375;2020-05-06 08:34:20;120
PE-00587;PA-00375;2020-05-06 09:43:00;50
PE-00587;PA-00375;2020-05-06 12:45:30;100
PE-00587;PE-00606;2020-05-06 13:09:00;50
PE-00587;PE-00606;2020-05-06 16:57:40;160
PE-00587;PE-00606;2020-05-06 17:40:00;120
PE-00587;PE-00607;2020-05-06 17:40:00;120
PE-00587;PE-00608;2020-05-06 13:24:10;1110
PE-00587;PE-00608;2020-05-06 13:54:40;420
PE-00587;PE-00608;2020-05-06 14:55:10;220
PE-00587;PE-00608;2020-05-06 15:10:00;470
PE-00587;PE-00608;2020-05-06 15:21:40;170
PE-00587;PE-00608;2020-05-06 15:29:20;130
PE-00587;PE-00608;2020-05-06 15:45:00;40
PE-00587;PE-00608;2020-05-06 15:46:50;270
PE-00587;PE-00608;2020-05-06 15:59:30;260
PE-00587;PE-00608;2020-05-06 16:20:40;300
PE-00587;PE-00608;2020-05-06 16:26:50;260
PE-00587;PE-00608;2020-05-06 16:42:10;470
PE-00587;PE-00608;2020-05-06 16:52:10;160
PE-00587;PE-00608;2020-05-06 16:56:00;130
PE-00587;PE-00608;2020-05-06 16:59:50;190
PE-00587;PE-00608;2020-05-06 17:05:50;1780
PE-00587;PE-00611;2020-05-06 16:02:40;340
PE-00587;PE-00611;2020-05-06 16:19:40;300
PE-00587;PE-00611;2020-05-06 16:34:50;250
PE-00587;PE-00621;2020-05-06 13:01:10;120
PE-00587;PE-00621;2020-05-06 13:06:40;70
PE-00587;PE-00621;2020-05-06 14:01:20;420
PE-00587;PE-00621;2020-05-06 15:09:50;480
PE-00587;PE-00621;2020-05-07 09:50:20;120
PE-00587;PE-00621;2020-05-07 09:58:50;40
PE-00587;PE-00622;2020-05-07 07:04:10;100
PE-00587;PE-00622;2020-05-07 07:44:10;120
PE-00587;PE-00623;2020-05-07 07:44:10;130
PE-00587;PE-00626;2020-05-06 13:14:30;190
PE-00587;PE-00636;2020-05-06 14:48:20;60
PE-00587;PE-00638;2020-05-06 12:05:00;70
PE-00587;PE-00638;2020-05-06 12:29:20;900
PE-00587;PE-00638;2020-05-06 13:32:10;70
PE-00587;PE-00638;2020-05-06 16:01:00;130
PE-00587;PE-00639;2020-05-06 13:23:00;20
PE-00587;PE-00642;2020-05-06 16:41:00;40
PE-00587;PE-00643;2020-05-06 12:31:20;810
PE-00587;PE-00643;2020-05-06 12:59:30;70
PE-00587;PE-00649;2020-05-06 14:35:30;20
PE-00587;PA-00381;2020-05-06 13:12:20;300
PE-00587;PA-00381;2020-05-06 13:24:10;1090
PE-00587;PA-00381;2020-05-06 13:45:00;1070
PE-00587;PA-00381;2020-05-06 14:04:00;550
PE-00587;PA-00381;2020-05-06 15:10:20;450
PE-00587;PA-00381;2020-05-06 15:23:50;40
PE-00587;PA-00381;2020-05-06 15:29:20;120
PE-00587;PA-00381;2020-05-06 15:49:40;140
PE-00587;PA-00381;2020-05-06 15:59:30;120
PE-00587;PA-00381;2020-05-06 16:58:20;2240
PE-00587;PA-00382;2020-05-06 13:12:20;120
PE-00587;PA-00382;2020-05-06 13:24:10;810
PE-00587;PA-00382;2020-05-06 13:38:50;230
PE-00587;PA-00382;2020-05-06 13:45:40;1650
PE-00587;PA-00382;2020-05-06 14:14:50;10
PE-00587;PA-00382;2020-05-06 15:09:50;470
PE-00587;PA-00382;2020-05-06 15:21:20;200
PE-00587;PA-00382;2020-05-06 15:29:00;290
PE-00587;PA-00382;2020-05-06 15:35:10;110
PE-00587;PA-00382;2020-05-06 15:41:50;610
PE-00587;PA-00382;2020-05-06 15:59:20;140
PE-00587;PA-00382;2020-05-06 16:03:20;290
PE-00587;PA-00382;2020-05-06 16:14:30;90
PE-00587;PA-00382;2020-05-06 16:18:10;10
PE-00587;PA-00382;2020-05-06 16:19:40;260
PE-00587;PA-00382;2020-05-06 16:34:50;350
PE-00587;PA-00382;2020-05-06 16:42:00;470
PE-00587;PA-00382;2020-05-06 16:52:30;70
PE-00587;PA-00382;2020-05-06 16:55:20;2480
PE-00587;PA-00382;2020-05-06 17:39:10;20
PE-00587;PE-00672;2020-05-07 08:39:40;10
PE-00587;PE-00679;2020-05-07 09:02:50;130
PE-00587;PE-00679;2020-05-07 10:09:50;30
PE-00587;PE-00702;2020-05-07 10:34:20;100
PE-00587;PE-00703;2020-05-07 08:42:40;10
PE-00587;PE-00703;2020-05-07 10:02:10;200
PE-00587;PE-00703;2020-05-07 10:47:20;100
PE-00587;PE-00705;2020-05-07 07:49:20;820
PE-00587;PE-00705;2020-05-07 08:04:10;180
PE-00587;PE-00705;2020-05-07 09:10:00;120
PE-00587;PE-00705;2020-05-07 10:07:30;30
PE-00587;PE-00705;2020-05-07 10:10:10;10
PE-00587;PE-00705;2020-05-07 11:25:50;230
PE-00587;PE-00707;2020-05-07 11:55:10;200
PE-00587;PE-00708;2020-05-07 09:09:20;40
PE-00587;PE-00708;2020-05-07 09:55:30;10
PE-00587;PE-00709;2020-05-07 08:44:00;810
PE-00587;PE-00709;2020-05-07 09:00:30;60
PE-00587;PE-00709;2020-05-07 09:45:50;400
PE-00587;PE-00709;2020-05-07 10:14:00;470
PE-00587;PE-00709;2020-05-07 10:34:30;90
PE-00587;PE-00709;2020-05-07 10:46:10;90
PE-00587;PE-00713;2020-05-07 11:45:10;80
PA-00369;PE-00592;2020-05-07 07:50:10;130
PA-00369;PE-00605;2020-05-07 10:15:00;10
PA-00369;PE-00637;2020-05-07 17:54:00;460
PA-00369;PE-00637;2020-05-07 18:03:00;1640
PA-00369;PE-00638;2020-05-06 13:13:00;700
PA-00369;PE-00638;2020-05-06 16:34:30;670
PA-00369;PE-00638;2020-05-06 16:50:50;1140
PA-00369;PE-00638;2020-05-06 18:27:20;490
PA-00369;PE-00639;2020-05-06 16:50:20;760
PA-00369;PE-00642;2020-05-07 14:03:50;50
PA-00369;PE-00643;2020-05-07 09:41:50;140
PA-00369;PE-00643;2020-05-07 09:45:40;100
PA-00369;PE-00644;2020-05-06 12:42:00;100
PA-00369;PE-00644;2020-05-07 12:48:40;580
PA-00369;PE-00647;2020-05-07 13:06:20;500
PA-00369;PE-00647;2020-05-07 14:44:50;1170
PA-00369;PE-00647;2020-05-07 15:54:50;1260
PA-00369;PE-00647;2020-05-07 17:57:20;340
PA-00369;PE-00647;2020-05-07 18:15:50;980
PA-00369;PE-00658;2020-05-06 19:22:30;990
PA-00369;PE-00658;2020-05-06 21:05:10;280
PA-00369;PE-00658;2020-05-06 21:11:00;510
PA-00369;PE-00658;2020-05-07 01:40:40;810
PA-00369;PE-00658;2020-05-07 03:50:50;120
PA-00369;PE-00662;2020-05-06 19:20:00;690
PA-00369;PE-00662;2020-05-07 01:45:00;910
PA-00369;PE-00663;2020-05-06 21:19:40;30
PA-00369;PE-00670;2020-05-07 07:10:40;2170
PA-00369;PE-00670;2020-05-07 10:01:20;260
PA-00369;PE-00670;2020-05-07 11:05:20;40
PA-00369;PE-00670;2020-05-07 11:21:20;1350
PA-00369;PE-00681;2020-05-06 19:22:30;970
PA-00369;PE-00681;2020-05-06 20:57:10;1680
PA-00369;PE-00681;2020-05-07 01:43:10;240
PA-00369;PE-00685;2020-05-07 11:33:30;100
PA-00369;PE-00695;2020-05-07 12:56:20;380
PA-00369;PE-00695;2020-05-07 15:36:10;120
PA-00369;PE-00695;2020-05-07 15:55:20;1410
PA-00369;PE-00695;2020-05-07 16:54:30;290
PA-00369;PE-00695;2020-05-07 18:05:00;410
PA-00369;PE-00695;2020-05-07 18:41:50;150
PA-00369;PE-00695;2020-05-07 18:53:20;180
PA-00369;PE-00699;2020-05-07 17:57:10;2200
PE-00588;PA-00372;2020-05-07 06:04:00;320
PE-00588;PA-00372;2020-05-07 06:15:30;970
PE-00588;PA-00372;2020-05-07 07:13:10;100
PE-00588;PA-00372;2020-05-07 08:58:50;140
PE-00588;PA-00372;2020-05-07 09:29:10;310
PE-00588;PA-00372;2020-05-07 10:22:00;120
PE-00588;PA-00372;2020-05-07 10:52:40;650
PE-00588;PA-00372;2020-05-07 11:08:10;20
PE-00588;PA-00372;2020-05-07 11:17:30;100
PE-00588;PA-00372;2020-05-07 12:00:50;160
PE-00588;PE-00589;2020-05-06 09:12:40;80
PE-00588;PE-00589;2020-05-07 11:43:20;460
PE-00588;PE-00589;2020-05-07 11:52:00;470
PE-00588;PE-00589;2020-05-07 12:11:20;300
PE-00588;PE-00589;2020-05-07 12:20:50;550
PE-00588;PE-00591;2020-05-07 07:34:00;80
PE-00588;PE-00591;2020-05-07 07:45:50;80
PE-00588;PE-00591;2020-05-07 11:26:40;410
PE-00588;PE-00591;2020-05-07 11:35:40;390
PE-00588;PE-00591;2020-05-07 11:58:10;140
PE-00588;PE-00592;2020-05-07 07:52:50;30
PE-00588;PE-00592;2020-05-07 07:58:30;200
PE-00588;PA-00373;2020-05-06 06:03:40;2040
PE-00588;PA-00373;2020-05-06 06:49:40;1050
PE-00588;PA-00373;2020-05-06 08:09:40;480
PE-00588;PA-00373;2020-05-06 09:13:10;10
PE-00588;PA-00373;2020-05-06 10:05:50;80
PE-00588;PA-00373;2020-05-06 10:24:10;450
PE-00588;PA-00373;2020-05-06 10:36:20;780
PE-00588;PA-00373;2020-05-06 10:58:30;4410
PE-00588;PA-00373;2020-05-07 09:01:40;80
PE-00588;PE-00600;2020-05-07 11:52:40;460
PE-00588;PA-00375;2020-05-06 07:31:10;450
PE-00588;PA-00375;2020-05-06 07:41:40;1560
PE-00588;PA-00375;2020-05-06 08:18:20;1890
PE-00588;PA-00375;2020-05-06 09:07:00;2550
PE-00588;PA-00375;2020-05-06 09:56:20;200
PE-00588;PA-00376;2020-05-06 06:39:50;70
PE-00588;PA-00376;2020-05-07 09:37:50;90
PE-00588;PA-00376;2020-05-07 10:28:40;190
PE-00588;PE-00610;2020-05-07 07:32:20;20
PE-00588;PA-00377;2020-05-06 10:13:10;240
PE-00588;PA-00377;2020-05-06 10:21:00;40
PE-00588;PA-00377;2020-05-06 10:48:00;60
PE-00588;PA-00377;2020-05-06 12:07:20;370
PE-00588;PE-00612;2020-05-06 08:09:00;40
PE-00588;PE-00612;2020-05-06 09:16:40;30
PE-00588;PE-00612;2020-05-06 10:57:30;10
PE-00588;PE-00613;2020-05-06 07:27:50;110
PE-00588;PE-00613;2020-05-06 07:31:10;100
PE-00588;PE-00615;2020-05-07 09:50:30;230
PE-00588;PE-00615;2020-05-07 09:59:50;110
PE-00588;PE-00615;2020-05-07 10:14:40;180
PE-00588;PE-00618;2020-05-06 11:30:10;230
PE-00588;PE-00622;2020-05-07 11:52:40;470
PE-00588;PE-00623;2020-05-07 11:48:20;150
PE-00588;PE-00623;2020-05-07 11:54:30;290
PE-00588;PE-00623;2020-05-07 12:12:10;180
PE-00588;PE-00626;2020-05-06 10:15:20;30
PE-00588;PA-00378;2020-05-07 07:27:30;260
PE-00588;PA-00378;2020-05-07 07:36:00;510
PE-00588;PA-00378;2020-05-07 07:47:30;1130
PE-00588;PA-00378;2020-05-07 08:07:30;3050
PE-00588;PA-00378;2020-05-07 09:05:00;110
PE-00588;PA-00378;2020-05-07 09:13:30;20
PE-00588;PA-00378;2020-05-07 09:18:00;500
PE-00588;PA-00378;2020-05-07 09:42:40;60
PE-00588;PA-00378;2020-05-07 09:49:40;1920
PE-00588;PA-00378;2020-05-07 11:41:40;1090
PE-00588;PA-00378;2020-05-07 12:12:20;1050
PE-00588;PE-00631;2020-05-07 08:45:00;50
PE-00588;PE-00631;2020-05-07 09:01:50;60
PE-00588;PE-00632;2020-05-06 12:08:50;50
PE-00588;PE-00632;2020-05-06 12:13:40;110
PE-00588;PE-00633;2020-05-06 12:01:10;860
PE-00588;PE-00634;2020-05-06 11:59:10;760
PE-00588;PE-00634;2020-05-06 12:14:00;90
PE-00588;PE-00634;2020-05-07 12:43:10;400
PE-00588;PE-00637;2020-05-07 12:28:10;60
PE-00588;PE-00644;2020-05-07 10:11:00;60
PE-00588;PE-00644;2020-05-07 12:29:10;80
PE-00588;PE-00671;2020-05-07 09:40:20;60
PE-00588;PE-00672;2020-05-07 06:04:00;320
PE-00588;PE-00672;2020-05-07 06:15:30;970
PE-00588;PE-00672;2020-05-07 07:08:30;1410
PE-00588;PE-00672;2020-05-07 07:36:40;80
PE-00588;PE-00672;2020-05-07 07:39:20;240
PE-00588;PE-00672;2020-05-07 07:48:50;100
PE-00588;PE-00672;2020-05-07 07:53:00;180
PE-00588;PE-00672;2020-05-07 08:12:50;60
PE-00588;PE-00672;2020-05-07 08:26:00;160
PE-00588;PE-00672;2020-05-07 08:29:50;1210
PE-00588;PE-00672;2020-05-07 08:51:50;560
PE-00588;PE-00672;2020-05-07 09:06:30;130
PE-00588;PE-00672;2020-05-07 09:29:10;320
PE-00588;PE-00672;2020-05-07 09:58:50;50
PE-00588;PE-00672;2020-05-07 10:22:00;130
PE-00588;PE-00672;2020-05-07 10:33:50;1130
PE-00588;PE-00672;2020-05-07 10:53:50;580
PE-00588;PE-00672;2020-05-07 11:06:50;1040
PE-00588;PE-00672;2020-05-07 11:41:50;120
PE-00588;PE-00672;2020-05-07 11:51:20;180
PE-00588;PE-00672;2020-05-07 12:00:50;270
PE-00588;PE-00672;2020-05-07 12:07:50;580
PE-00588;PE-00672;2020-05-07 12:18:40;300
PE-00588;PE-00672;2020-05-07 12:25:20;280
PE-00588;PE-00672;2020-05-07 12:39:10;80
PE-00588;PE-00673;2020-05-07 05:59:30;60
PE-00588;PE-00673;2020-05-07 06:09:40;50
PE-00588;PE-00673;2020-05-07 06:19:40;100
PE-00588;PE-00673;2020-05-07 08:56:10;50
PE-00588;PE-00675;2020-05-07 07:09:50;150
PE-00588;PE-00680;2020-05-07 07:27:40;50
PE-00588;PE-00680;2020-05-07 09:18:10;140
PE-00588;PE-00682;2020-05-07 08:21:40;400
PE-00588;PE-00682;2020-05-07 08:39:50;640
PE-00588;PE-00682;2020-05-07 08:56:40;80
PE-00588;PE-00682;2020-05-07 09:05:00;170
PE-00588;PE-00682;2020-05-07 09:54:40;70
PE-00588;PE-00682;2020-05-07 09:57:20;100
PE-00588;PE-00682;2020-05-07 10:02:30;770
PE-00588;PE-00682;2020-05-07 10:19:30;130
PE-00588;PE-00687;2020-05-07 12:06:40;300
PE-00588;PE-00692;2020-05-07 11:59:20;70
PE-00588;PE-00692;2020-05-07 12:18:10;180
PE-00588;PE-00692;2020-05-07 12:24:00;340
PE-00588;PE-00695;2020-05-07 12:06:10;330
PE-00588;PE-00697;2020-05-07 07:10:20;110
PE-00588;PE-00697;2020-05-07 07:32:10;20
PE-00588;PE-00697;2020-05-07 07:34:50;40
PE-00588;PE-00707;2020-05-07 09:16:10;80
PE-00588;PE-00707;2020-05-07 09:41:40;130
PE-00588;PE-00708;2020-05-07 09:06:20;70
PE-00588;PE-00708;2020-05-07 09:18:00;120
PE-00588;PE-00708;2020-05-07 09:23:10;90
PE-00588;PE-00708;2020-05-07 09:26:20;20
